"Date","Product_ID","Unit","Stock","Min_stock_level","Closing_Stock","Product_Name"
"1/1/2025","P-0203","szt.","217","107","207","NTN Bearings 209"
"1/1/2025","P-0204","szt.","240","68","236","Honeywell Safety glasses 178"
"1/1/2025","P-0205","szt.","286","24","272","Siemens Sensors 598"
"1/1/2025","P-0206","szt.","296","177","281","Uvex Safety glasses 886"
"1/1/2025","P-0207","szt.","504","11","480","NTN Bearings 636"
"1/1/2025","P-0208","op.","30","6","29","Navigator Paper 40 op."
"1/1/2025","P-0209","szt.","61","5","45","Xerox Toner 115"
"1/1/2025","P-0210","szt.","140","13","132","Bosch Filters Model 644"
"1/1/2025","P-0211","szt.","233","29","200","Brother Printers 353"
"1/1/2025","P-0212","szt.","273","49","255","WEG Motors Model 175"
"1/1/2025","P-0213","szt.","210","61","197","Bosch Filters 747"
"1/1/2025","P-0214","szt.","256","102","250","BIC Pens 568"
"1/1/2025","P-0215","licencja","132","11","129","Microsoft Software 204"
"1/1/2025","P-0216","szt.","271","62","252","Bosch Tools 540"
"1/1/2025","P-0217","licencja","313","34","305","Microsoft Software Model 547"
"1/1/2025","P-0218","szt.","126","39","124","Dell Monitors 692"
"1/1/2025","P-0219","szt.","300","53","377","Petzl Helmets Model 991"
"1/1/2025","P-0220","L","778","374","729","Castrol Oils 610L"
"1/1/2025","P-0221","szt.","119","40","114","Mahle Filters 429"
"1/1/2025","P-0222","szt.","123","55","119","Wurth Screws Model 983"
"1/1/2025","P-0223","szt.","212","8","202","Mann Filters Model 631"
"1/1/2025","P-0224","szt.","96","72","96","Mann Filters Model 604"
"1/1/2025","P-0225","szt.","405","28","396","BIC Pens 830"
"1/1/2025","P-0226","szt.","241","14","257","Milwaukee Tools 168"
"1/1/2025","P-0227","szt.","129","66","125","HP Toner Model 179"
"1/1/2025","P-0228","L","272","107","259","Shell Oils 725L"
"1/1/2025","P-0229","szt.","35","8","35","Stabilo Pens 452"
"1/1/2025","P-0230","szt.","310","20","292","Valeo Engine parts 382"
"1/1/2025","P-0231","szt.","230","76","221","Helly Hansen Workwear Model 379"
"1/1/2025","P-0232","op.","93","68","93","Xerox Paper Model 662"
"1/1/2025","P-0233","szt.","346","23","336","BIC Pens Model 395"
"1/1/2025","P-0234","licencja","163","37","157","Microsoft Software 771"
"1/1/2025","P-0235","szt.","400","73","384","Brother Printers 970"
"1/1/2025","P-0236","szt.","81","53","78","Brother Printers Model 421"
"1/1/2025","P-0237","szt.","92","21","91","Nowy Styl Office chairs Model 858"
"1/1/2025","P-0238","szt.","166","29","157","SICK Sensors Model 476"
"1/1/2025","P-0239","szt.","252","13","238","ABB Motors Model 115"
"1/1/2025","P-0240","szt.","261","28","252","Uvex Safety glasses Model 206"
"1/1/2025","P-0241","szt.","115","110","111","FAG Bearings 183"
"1/1/2025","P-0242","szt.","145","39","139","3M Safety glasses Model 346"
"1/1/2025","P-0243","szt.","470","53","435","SICK Sensors Model 802"
"1/1/2025","P-0244","L","78","34","74","Mobil Oils 983L"
"1/1/2025","P-0245","szt.","312","55","303","Xerox Toner Model 174"
"1/1/2025","P-0246","op.","164","24","161","Navigator Paper Model 853"
"1/1/2025","P-0247","L","971","75","917","Castrol Oils 668L"
"1/1/2025","P-0248","L","809","240","766","Castrol Oils 808L"
"1/1/2025","P-0249","szt.","323","142","318","Brother Toner Model 775"
"1/1/2025","P-0250","szt.","312","110","251","Nowy Styl Office chairs 162"
"1/1/2025","P-0251","para","170","20","165","Honeywell Gloves Model 191"
"1/1/2025","P-0252","szt.","234","20","225","Ardon Workwear 822"
"1/1/2025","P-0253","szt.","132","61","242","Pepperl+Fuchs Sensors 814"
"1/1/2025","P-0254","szt.","93","30","91","Samsung Monitors Model 878"
"1/1/2025","P-0255","szt.","323","118","311","LG Monitors 764"
"1/1/2025","P-0256","szt.","166","25","159","Gates Engine parts 932"
"1/1/2025","P-0257","szt.","231","99","216","Milwaukee Tools 173"
"1/1/2025","P-0258","szt.","472","6","460","IKEA Office chairs 451"
"1/1/2025","P-0259","szt.","119","74","112","3M Safety glasses 288"
"1/1/2025","P-0260","L","569","178","547","Mobil Oils 304L"
"1/1/2025","P-0261","szt.","93","1","84","Sachs Engine parts Model 290"
"1/1/2025","P-0262","para","101","75","238","Honeywell Gloves Model 858"
"1/1/2025","P-0263","licencja","201","102","192","Adobe Software 132"
"1/1/2025","P-0264","szt.","304","94","291","Petzl Helmets Model 570"
"1/1/2025","P-0265","szt.","262","40","245","REX Screws 462"
"1/1/2025","P-0266","szt.","193","77","190","Profim Office chairs Model 400"
"1/1/2025","P-0267","szt.","253","24","237","Mahle Filters Model 982"
"1/1/2025","P-0268","szt.","449","64","432","Milwaukee Tools 314"
"1/1/2025","P-0269","szt.","158","85","154","ABB Motors 671"
"1/1/2025","P-0270","szt.","110","21","107","DeWalt Tools Model 795"
"1/1/2025","P-0271","szt.","6","4","6","Honeywell Safety glasses Model 521"
"1/1/2025","P-0272","szt.","156","34","153","Stabilo Pens Model 680"
"1/1/2025","P-0273","L","423","165","405","Castrol Oils 122L"
"1/1/2025","P-0274","L","379","203","360","Castrol Oils 486L"
"1/1/2025","P-0275","szt.","96","60","175","Siemens Motors 640"
"1/1/2025","P-0276","szt.","384","90","377","HP Toner 941"
"1/1/2025","P-0277","szt.","-3","15","58","3M Safety glasses Model 328"
"1/1/2025","P-0278","szt.","175","13","169","Profim Office chairs Model 207"
"1/1/2025","P-0279","para","144","14","138","Ansell Gloves Model 841"
"1/1/2025","P-0280","szt.","317","17","335","SKF Bearings Model 346"
"1/1/2025","P-0281","szt.","82","75","82","Bosch Tools 232"
"1/1/2025","P-0282","szt.","204","128","196","3M Safety glasses 493"
"1/1/2025","P-0283","szt.","235","70","228","3M Helmets Model 904"
"1/1/2025","P-0284","szt.","113","2","106","Makita Tools 223"
"1/1/2025","P-0285","szt.","67","28","67","Honeywell Safety glasses Model 260"
"1/1/2025","P-0286","szt.","137","58","133","Dell Monitors 193"
"1/1/2025","P-0287","szt.","217","29","266","Uvex Safety glasses Model 318"
"1/1/2025","P-0288","szt.","323","63","309","Portwest Workwear 617"
"1/1/2025","P-0289","szt.","145","10","137","Mahle Filters 723"
"1/1/2025","P-0290","op.","116","60","116","Navigator Paper Model 857"
"1/1/2025","P-0291","op.","345","40","333","Xerox Paper Model 916"
"1/1/2025","P-0292","L","545","165","765","Total Oils 688L"
"1/1/2025","P-0293","szt.","398","39","382","Brother Printers 701"
"1/1/2025","P-0294","szt.","87","38","87","Dell Monitors 345"
"1/1/2025","P-0295","szt.","230","7","250","NTN Bearings 237"
"1/1/2025","P-0296","szt.","212","111","207","Profim Office chairs Model 562"
"1/1/2025","P-0297","szt.","235","23","229","Uvex Safety glasses 432"
"1/1/2025","P-0298","op.","218","66","290","Navigator Paper Model 775"
"1/1/2025","P-0299","szt.","115","66","115","Helly Hansen Workwear Model 122"
"1/1/2025","P-0300","szt.","96","39","91","ABB Motors Model 154"
"1/1/2025","P-0301","szt.","340","80","327","Mann Filters 123"
"1/1/2025","P-0302","szt.","358","26","336","Mahle Filters Model 686"
"1/1/2025","P-0303","szt.","401","11","390","Stabilo Pens 561"
"1/1/2025","P-0304","szt.","334","56","309","Bosch Filters 223"
"1/1/2025","P-0305","szt.","183","21","176","Canon Printers 859"
"1/1/2025","P-0306","szt.","247","15","241","Xerox Toner 349"
"1/1/2025","P-0307","szt.","251","34","237","Brother Printers 638"
"1/1/2025","P-0308","szt.","361","10","350","IKEA Office chairs 279"
"1/1/2025","P-0309","szt.","456","80","447","Stabilo Pens 806"
"1/1/2025","P-0310","licencja","310","29","265","Microsoft Software 380"
"1/1/2025","P-0311","szt.","167","64","164","Brother Printers Model 576"
"1/1/2025","P-0312","szt.","378","13","360","Mann Filters 672"
"1/1/2025","P-0313","szt.","198","51","194","Brother Toner Model 723"
"1/1/2025","P-0314","szt.","187","124","175","Bosch Engine parts Model 283"
"1/1/2025","P-0315","szt.","314","5","305","Nowy Styl Office chairs Model 266"
"1/1/2025","P-0316","szt.","80","51","72","BIC Pens 221"
"1/1/2025","P-0317","szt.","200","48","196","NTN Bearings 224"
"1/1/2025","P-0318","licencja","225","33","213","Microsoft Software Model 749"
"1/1/2025","P-0319","szt.","95","83","95","Dell Monitors Model 855"
"1/1/2025","P-0320","szt.","342","62","333","Portwest Workwear Model 102"
"1/1/2025","P-0321","szt.","44","12","44","HP Printers Model 161"
"1/1/2025","P-0322","L","1324","262","1249","Castrol Oils 744L"
"1/1/2025","P-0323","szt.","92","14","84","SKF Bearings Model 701"
"1/1/2025","P-0324","szt.","124","12","123","Brother Toner Model 570"
"1/1/2025","P-0325","szt.","298","14","293","3M Safety glasses Model 497"
"1/1/2025","P-0326","szt.","178","87","333","Uvex Safety glasses 394"
"1/1/2025","P-0327","szt.","150","34","144","WEG Motors Model 109"
"1/1/2025","P-0328","szt.","244","14","231","Pepperl+Fuchs Sensors 724"
"1/1/2025","P-0329","szt.","129","100","127","Dell Laptops 765"
"1/1/2025","P-0330","szt.","90","49","86","LG Monitors 537"
"1/1/2025","P-0331","szt.","207","49","199","Dell Monitors Model 171"
"1/1/2025","P-0332","szt.","198","65","192","Xerox Toner 389"
"1/1/2025","P-0333","szt.","146","101","139","Siemens Sensors 799"
"1/1/2025","P-0334","szt.","196","70","192","Petzl Helmets Model 772"
"1/1/2025","P-0335","szt.","206","74","198","Helly Hansen Workwear Model 939"
"1/1/2025","P-0336","szt.","239","131","221","REX Screws 294"
"1/1/2025","P-0337","szt.","149","44","140","Gates Engine parts Model 645"
"1/1/2025","P-0338","szt.","177","50","170","Dell Monitors Model 106"
"1/1/2025","P-0339","szt.","375","132","352","ABB Motors 501"
"1/1/2025","P-0340","szt.","57","18","56","HP Toner Model 839"
"1/1/2025","P-0341","szt.","485","43","474","Profim Office chairs Model 501"
"1/1/2025","P-0342","szt.","83","34","78","Bosch Filters 532"
"1/1/2025","P-0343","szt.","123","17","150","3M Helmets 439"
"1/1/2025","P-0344","szt.","507","99","481","Mahle Filters Model 459"
"1/1/2025","P-0345","szt.","277","84","272","Dell Monitors Model 325"
"1/1/2025","P-0346","szt.","63","56","63","Bosch Filters Model 779"
"1/1/2025","P-0347","szt.","343","80","334","Pepperl+Fuchs Sensors Model 474"
"1/1/2025","P-0348","szt.","79","63","78","Helly Hansen Workwear Model 871"
"1/1/2025","P-0349","op.","110","1","109","Xerox Paper Model 308"
"1/1/2025","P-0350","szt.","309","88","291","Pepperl+Fuchs Sensors 215"
"2/1/2025","P-0001","szt.","238","42","235","HP Laptops Model 298"
"2/1/2025","P-0002","op.","239","29","233","Navigator Paper 643 op."
"2/1/2025","P-0003","op.","204","129","194","Papyrus Paper Model 522"
"2/1/2025","P-0004","szt.","105","54","99","Bosch Tools Model 429"
"2/1/2025","P-0005","szt.","137","81","132","Uvex Safety glasses 779"
"2/1/2025","P-0006","szt.","489","90","458","Siemens Sensors Model 208"
"2/1/2025","P-0007","szt.","92","61","91","Samsung Monitors Model 944"
"2/1/2025","P-0008","szt.","152","104","143","SKF Bearings Model 874"
"2/1/2025","P-0009","szt.","210","30","198","Honeywell Safety glasses Model 232"
"2/1/2025","P-0010","szt.","172","117","159","Sachs Engine parts 450"
"2/1/2025","P-0011","L","555","85","524","Total Oils 819L"
"2/1/2025","P-0012","szt.","207","180","200","BIC Pens 163"
"2/1/2025","P-0013","szt.","48","27","48","Honeywell Safety glasses 887"
"2/1/2025","P-0014","szt.","307","62","297","Milwaukee Tools 443"
"2/1/2025","P-0015","szt.","279","50","266","BIC Pens 103"
"2/1/2025","P-0016","szt.","48817","21","46192","DeWalt Tools 515"
"2/1/2025","P-0017","licencja","123","45","200","Microsoft Software 999"
"2/1/2025","P-0018","szt.","209","16","199","Siemens Motors 796"
"2/1/2025","P-0019","licencja","232","1","228","Adobe Software 759"
"2/1/2025","P-0020","szt.","77","7","77","3M Helmets 338"
"2/1/2025","P-0021","para","197","44","192","Uvex Gloves Model 145"
"2/1/2025","P-0022","para","41","12","41","Honeywell Gloves Model 259"
"2/1/2025","P-0023","szt.","53","2","50","Mahle Filters 477"
"2/1/2025","P-0024","szt.","159","65","147","Xerox Toner 151"
"2/1/2025","P-0025","szt.","162","63","157","BIC Pens Model 740"
"2/1/2025","P-0026","szt.","84","53","79","Gates Engine parts 379"
"2/1/2025","P-0027","szt.","90","50","87","IKEA Office chairs Model 477"
"2/1/2025","P-0028","szt.","465","103","438","Wurth Screws 413"
"2/1/2025","P-0029","szt.","309","12","296","Bosch Engine parts Model 132"
"2/1/2025","P-0030","op.","194","80","190","Xerox Paper 153 op."
"2/1/2025","P-0031","szt.","330","85","320","Portwest Workwear Model 390"
"2/1/2025","P-0032","szt.","92","52","170","Gates Engine parts Model 115"
"2/1/2025","P-0033","szt.","416","84","398","Helly Hansen Workwear Model 267"
"2/1/2025","P-0034","op.","126","49","124","Navigator Paper 836 op."
"2/1/2025","P-0035","szt.","114","24","112","Nowy Styl Office chairs 420"
"2/1/2025","P-0036","szt.","471","3","461","Lenovo Laptops 221"
"2/1/2025","P-0037","szt.","362","79","346","Mann Filters 571"
"2/1/2025","P-0038","szt.","199","90","190","REX Screws Model 266"
"2/1/2025","P-0039","szt.","159","25","152","Dell Monitors Model 664"
"2/1/2025","P-0040","szt.","272","21","266","Dell Laptops 886"
"2/1/2025","P-0041","szt.","325","52","308","Mahle Filters 384"
"2/1/2025","P-0042","licencja","170","83","167","Microsoft Software Model 985"
"2/1/2025","P-0043","para","257","90","248","Honeywell Gloves Model 797"
"2/1/2025","P-0044","szt.","449","10","420","NTN Bearings 355"
"2/1/2025","P-0045","szt.","91","45","88","Sachs Engine parts Model 494"
"2/1/2025","P-0046","szt.","58","58","124","DeWalt Tools 590"
"2/1/2025","P-0047","szt.","319","45","304","Siemens Sensors Model 475"
"2/1/2025","P-0048","szt.","55","51","55","BIC Pens Model 308"
"2/1/2025","P-0049","szt.","181","55","172","Sachs Engine parts 231"
"2/1/2025","P-0050","szt.","334","73","322","Portwest Workwear 502"
"2/1/2025","P-0051","szt.","274","13","265","Brother Printers 174"
"2/1/2025","P-0052","szt.","96","49","95","LG Monitors 200"
"2/1/2025","P-0053","szt.","205","31","197","Brother Toner Model 588"
"2/1/2025","P-0054","szt.","203","94","195","SKF Bearings Model 107"
"2/1/2025","P-0055","szt.","93","26","86","Mann Filters Model 376"
"2/1/2025","P-0056","szt.","304","29","295","Xerox Toner Model 540"
"2/1/2025","P-0057","szt.","208","87","203","Uvex Safety glasses 501"
"2/1/2025","P-0058","szt.","324","9","317","Xerox Toner 562"
"2/1/2025","P-0059","szt.","292","59","287","Stabilo Pens Model 330"
"2/1/2025","P-0060","szt.","466","77","427","Stabilo Pens 199"
"2/1/2025","P-0061","szt.","195","40","187","SKF Bearings 305"
"2/1/2025","P-0062","szt.","115","64","115","Xerox Toner 651"
"2/1/2025","P-0063","szt.","149","39","141","Ardon Workwear 121"
"2/1/2025","P-0064","szt.","332","54","321","HP Printers 275"
"2/1/2025","P-0065","szt.","75","33","72","3M Helmets 818"
"2/1/2025","P-0066","op.","20635","1","20100","Xerox Paper Model 244"
"2/1/2025","P-0067","szt.","128","115","126","Bosch Engine parts 487"
"2/1/2025","P-0068","szt.","222","68","283","Wurth Screws 207"
"2/1/2025","P-0069","szt.","197","102","307","Makita Tools Model 462"
"2/1/2025","P-0070","szt.","237","38","223","Siemens Sensors 515"
"2/1/2025","P-0071","szt.","276","17","264","Samsung Monitors Model 493"
"2/1/2025","P-0072","szt.","141","70","139","BIC Pens Model 714"
"2/1/2025","P-0073","op.","264","57","258","Papyrus Paper Model 828"
"2/1/2025","P-0074","L","523","117","870","Mobil Oils 514L"
"2/1/2025","P-0075","para","322","77","318","Ansell Gloves Rękawice 979"
"2/1/2025","P-0076","szt.","207","20","198","NTN Bearings 636"
"2/1/2025","P-0077","szt.","76","38","75","Milwaukee Tools 349"
"2/1/2025","P-0078","szt.","290","67","349","HP Printers 417"
"2/1/2025","P-0079","szt.","105","35","104","3M Safety glasses 207"
"2/1/2025","P-0080","szt.","327","99","312","Mann Filters 324"
"2/1/2025","P-0081","szt.","171","33","163","3M Helmets 757"
"2/1/2025","P-0082","szt.","45","24","40","Makita Tools 948"
"2/1/2025","P-0083","szt.","131","19","124","FAG Bearings Model 446"
"2/1/2025","P-0084","szt.","415","46","407","HP Laptops 171"
"2/1/2025","P-0085","szt.","177","127","172","Canon Printers Model 247"
"2/1/2025","P-0086","szt.","270","139","251","Siemens Motors 957"
"2/1/2025","P-0087","szt.","131","79","129","Asus Laptops 814"
"2/1/2025","P-0088","op.","261","1","254","Papyrus Paper 539 op."
"2/1/2025","P-0089","szt.","79","13","78","Brother Printers 286"
"2/1/2025","P-0090","szt.","100","67","96","Bosch Engine parts 339"
"2/1/2025","P-0091","szt.","176","27","168","Dell Laptops Model 530"
"2/1/2025","P-0092","szt.","109","13","108","Canon Printers 771"
"2/1/2025","P-0093","szt.","277","98","262","Bosch Filters 887"
"2/1/2025","P-0094","szt.","114","11","108","NTN Bearings Model 142"
"2/1/2025","P-0095","licencja","244","34","242","Microsoft Software Model 978"
"2/1/2025","P-0096","licencja","209","21","195","Adobe Software Model 534"
"2/1/2025","P-0097","licencja","193","84","184","Microsoft Software 656"
"2/1/2025","P-0098","szt.","351","79","333","Xerox Toner Model 461"
"2/1/2025","P-0099","szt.","47","9","47","NTN Bearings 561"
"2/1/2025","P-0100","szt.","294","102","283","Samsung Monitors Model 937"
"2/1/2025","P-0101","szt.","177","95","171","Lenovo Laptops Model 847"
"2/1/2025","P-0102","szt.","176","62","171","Bosch Engine parts 699"
"2/1/2025","P-0103","szt.","307","3","292","Mahle Filters 613"
"2/1/2025","P-0104","szt.","107","56","107","Brother Toner 350"
"2/1/2025","P-0105","szt.","116","20","108","Sachs Engine parts Model 961"
"2/1/2025","P-0106","szt.","203","108","190","Milwaukee Tools 577"
"2/1/2025","P-0107","szt.","168","30","161","Petzl Helmets 262"
"2/1/2025","P-0108","szt.","195","45","186","Mahle Filters 440"
"2/1/2025","P-0109","szt.","77","16","75","Siemens Motors 555"
"2/1/2025","P-0110","szt.","349","101","329","Siemens Sensors Model 227"
"2/1/2025","P-0111","szt.","301","32","294","Stabilo Pens Model 371"
"2/1/2025","P-0112","szt.","317","12","300","Mahle Filters Model 774"
"2/1/2025","P-0113","szt.","199","75","193","3M Helmets 708"
"2/1/2025","P-0114","szt.","269","94","264","Brother Toner 137"
"2/1/2025","P-0115","para","-6","36","31","Honeywell Gloves Model 902"
"2/1/2025","P-0116","op.","51","14","51","Papyrus Paper 886 op."
"2/1/2025","P-0117","szt.","328","8","310","REX Screws Model 988"
"2/1/2025","P-0118","szt.","108","27","106","HP Printers 478"
"2/1/2025","P-0119","szt.","87","8","87","Stabilo Pens Model 829"
"2/1/2025","P-0120","szt.","288","50","279","HP Printers 352"
"2/1/2025","P-0121","para","278","5","272","Honeywell Gloves Rękawice 282"
"2/1/2025","P-0122","szt.","305","88","295","Canon Printers 361"
"2/1/2025","P-0123","para","381","92","372","Ansell Gloves Model 483"
"2/1/2025","P-0124","szt.","211","67","202","Profim Office chairs Model 193"
"2/1/2025","P-0125","szt.","185","76","181","Profim Office chairs 680"
"2/1/2025","P-0126","szt.","309","106","294","Bosch Engine parts Model 267"
"2/1/2025","P-0127","szt.","111","42","102","Wurth Screws Model 509"
"2/1/2025","P-0128","szt.","125","67","123","Brother Printers Model 125"
"2/1/2025","P-0129","op.","61","40","61","Xerox Paper 768 op."
"2/1/2025","P-0130","szt.","295","1","279","NTN Bearings Model 625"
"2/1/2025","P-0131","L","200","22","189","Castrol Oils 773L"
"2/1/2025","P-0132","szt.","280","44","273","IKEA Office chairs Model 453"
"2/1/2025","P-0133","para","77","15","72","Honeywell Gloves Rękawice 20"
"2/1/2025","P-0134","szt.","297","39","293","HP Laptops 911"
"2/1/2025","P-0135","op.","126","34","125","Navigator Paper Model 150"
"2/1/2025","P-0136","szt.","147","66","143","Makita Tools Model 634"
"2/1/2025","P-0137","szt.","62","52","62","Asus Laptops Model 998"
"2/1/2025","P-0138","op.","219","53","214","Xerox Paper Model 217"
"2/1/2025","P-0139","szt.","177","2","167","Wurth Screws Model 872"
"2/1/2025","P-0140","szt.","83","43","167","HP Toner 893"
"2/1/2025","P-0141","szt.","62","45","61","LG Monitors 766"
"2/1/2025","P-0142","szt.","280","52","265","Gates Engine parts Model 699"
"2/1/2025","P-0143","szt.","150","86","150","Xerox Toner Model 502"
"2/1/2025","P-0144","L","591","163","1195","Shell Oils 259L"
"2/1/2025","P-0145","szt.","364","15","348","ABB Motors Model 367"
"2/1/2025","P-0146","szt.","216","33","209","IKEA Office chairs 642"
"2/1/2025","P-0147","szt.","126","1","122","BIC Pens 969"
"2/1/2025","P-0148","szt.","204","52","189","REX Screws Model 462"
"2/1/2025","P-0149","szt.","191","104","181","Helly Hansen Workwear 802"
"2/1/2025","P-0150","szt.","70","35","69","Dell Laptops Model 717"
"2/1/2025","P-0151","szt.","283","120","438","Portwest Workwear 229"
"2/1/2025","P-0152","szt.","288","35","277","DeWalt Tools 121"
"2/1/2025","P-0153","szt.","288","65","274","Makita Tools Model 626"
"2/1/2025","P-0154","szt.","387","103","374","Portwest Workwear Model 180"
"2/1/2025","P-0155","szt.","99","13","96","ABB Motors Model 536"
"2/1/2025","P-0156","szt.","224","92","209","Milwaukee Tools 450"
"2/1/2025","P-0157","L","1729","136","1636","Shell Oils 971L"
"2/1/2025","P-0158","licencja","292","62","283","Microsoft Software 934"
"2/1/2025","P-0159","szt.","151","64","141","Nowy Styl Office chairs Model 309"
"2/1/2025","P-0160","szt.","272","135","257","Honeywell Safety glasses Model 389"
"2/1/2025","P-0161","szt.","260","46","327","Mahle Filters Model 612"
"2/1/2025","P-0162","szt.","197","134","190","HP Laptops Model 453"
"2/1/2025","P-0163","szt.","113","13","108","HP Toner 779"
"2/1/2025","P-0164","szt.","202","102","193","Bosch Filters Model 838"
"2/1/2025","P-0165","szt.","252","44","244","LG Monitors 668"
"2/1/2025","P-0166","para","75","54","142","Uvex Gloves Model 123"
"2/1/2025","P-0167","szt.","144","3","140","Profim Office chairs 367"
"2/1/2025","P-0168","szt.","207","22","201","Dell Monitors 143"
"2/1/2025","P-0169","szt.","193","75","182","SICK Sensors Model 536"
"2/1/2025","P-0170","szt.","126","75","121","DeWalt Tools 112"
"2/1/2025","P-0171","L","428","230","407","Castrol Oils 702L"
"2/1/2025","P-0172","szt.","343","14","337","HP Toner 159"
"2/1/2025","P-0173","L","660","161","-5","Total Oils 428L"
"2/1/2025","P-0174","szt.","150","75","146","Makita Tools Model 673"
"2/1/2025","P-0175","szt.","79","48","79","Xerox Toner 830"
"2/1/2025","P-0176","szt.","52","43","49","IKEA Office chairs 857"
"2/1/2025","P-0177","szt.","121","94","115","Portwest Workwear Model 185"
"2/1/2025","P-0178","szt.","116","100","112","Milwaukee Tools Model 960"
"2/1/2025","P-0179","szt.","156","33","147","Canon Printers 347"
"2/1/2025","P-0180","op.","196","22","193","Xerox Paper Model 793"
"2/1/2025","P-0181","szt.","130","68","124","LG Monitors 907"
"2/1/2025","P-0182","L","528","272","510","Castrol Oils 265L"
"2/1/2025","P-0183","op.","140","39","138","Papyrus Paper Model 764"
"2/1/2025","P-0184","para","231","14","226","Honeywell Gloves Model 753"
"2/1/2025","P-0185","L","344","299","329","Shell Oils 837L"
"2/1/2025","P-0186","szt.","166","48","157","Siemens Motors 526"
"2/1/2025","P-0187","para","288","114","279","Ansell Gloves Model 531"
"2/1/2025","P-0188","szt.","174","56","219","Wurth Screws 342"
"2/1/2025","P-0189","szt.","129","31","125","Makita Tools Model 693"
"2/1/2025","P-0190","szt.","181","2","173","REX Screws 598"
"2/1/2025","P-0191","szt.","209","73","328","HP Toner 902"
"2/1/2025","P-0192","szt.","158","13","151","Dell Laptops 950"
"2/1/2025","P-0193","szt.","343","138","325","Siemens Motors 871"
"2/1/2025","P-0194","szt.","174","123","165","ABB Motors 403"
"2/1/2025","P-0195","szt.","229","19","274","Uvex Safety glasses 971"
"2/1/2025","P-0196","L","452","163","425","Castrol Oils 371L"
"2/1/2025","P-0197","op.","87","40","84","Navigator Paper Model 100"
"2/1/2025","P-0198","szt.","141","35","132","WEG Motors Model 250"
"2/1/2025","P-0199","L","712","66","675","Shell Oils 872L"
"2/1/2025","P-0200","szt.","44","44","44","Samsung Monitors Model 719"
"2/1/2025","P-0201","szt.","135","88","130","Petzl Helmets 833"
"2/1/2025","P-0202","szt.","336","64","328","Nowy Styl Office chairs 612"
"2/1/2025","P-0203","szt.","207","107","197","NTN Bearings 209"
"2/1/2025","P-0204","szt.","236","68","232","Honeywell Safety glasses 178"
"2/1/2025","P-0205","szt.","272","24","264","Siemens Sensors 598"
"2/1/2025","P-0206","szt.","281","177","272","Uvex Safety glasses 886"
"2/1/2025","P-0207","szt.","480","11","451","NTN Bearings 636"
"2/1/2025","P-0208","op.","29","6","27","Navigator Paper 40 op."
"2/1/2025","P-0209","szt.","45","5","45","Xerox Toner 115"
"2/1/2025","P-0210","szt.","132","13","126","Bosch Filters Model 644"
"2/1/2025","P-0211","szt.","200","29","257","Brother Printers 353"
"2/1/2025","P-0212","szt.","255","49","243","WEG Motors Model 175"
"2/1/2025","P-0213","szt.","197","61","188","Bosch Filters 747"
"2/1/2025","P-0214","szt.","250","102","249","BIC Pens 568"
"2/1/2025","P-0215","licencja","129","11","127","Microsoft Software 204"
"2/1/2025","P-0216","szt.","252","62","237","Bosch Tools 540"
"2/1/2025","P-0217","licencja","305","34","295","Microsoft Software Model 547"
"2/1/2025","P-0218","szt.","124","39","120","Dell Monitors 692"
"2/1/2025","P-0219","szt.","377","53","362","Petzl Helmets Model 991"
"2/1/2025","P-0220","L","729","374","692","Castrol Oils 610L"
"2/1/2025","P-0221","szt.","114","40","111","Mahle Filters 429"
"2/1/2025","P-0222","szt.","119","55","110","Wurth Screws Model 983"
"2/1/2025","P-0223","szt.","202","8","191","Mann Filters Model 631"
"2/1/2025","P-0224","szt.","96","72","92","Mann Filters Model 604"
"2/1/2025","P-0225","szt.","396","28","389","BIC Pens 830"
"2/1/2025","P-0226","szt.","257","14","244","Milwaukee Tools 168"
"2/1/2025","P-0227","szt.","125","66","122","HP Toner Model 179"
"2/1/2025","P-0228","L","259","107","248","Shell Oils 725L"
"2/1/2025","P-0229","szt.","35","8","34","Stabilo Pens 452"
"2/1/2025","P-0230","szt.","292","20","273","Valeo Engine parts 382"
"2/1/2025","P-0231","szt.","221","76","216","Helly Hansen Workwear Model 379"
"2/1/2025","P-0232","op.","93","68","92","Xerox Paper Model 662"
"2/1/2025","P-0233","szt.","336","23","332","BIC Pens Model 395"
"2/1/2025","P-0234","licencja","157","37","151","Microsoft Software 771"
"2/1/2025","P-0235","szt.","384","73","373","Brother Printers 970"
"2/1/2025","P-0236","szt.","78","53","75","Brother Printers Model 421"
"2/1/2025","P-0237","szt.","91","21","87","Nowy Styl Office chairs Model 858"
"2/1/2025","P-0238","szt.","157","29","149","SICK Sensors Model 476"
"2/1/2025","P-0239","szt.","238","13","222","ABB Motors Model 115"
"2/1/2025","P-0240","szt.","252","28","240","Uvex Safety glasses Model 206"
"2/1/2025","P-0241","szt.","111","110","246","FAG Bearings 183"
"2/1/2025","P-0242","szt.","139","39","135","3M Safety glasses Model 346"
"2/1/2025","P-0243","szt.","435","53","405","SICK Sensors Model 802"
"2/1/2025","P-0244","L","74","34","73","Mobil Oils 983L"
"2/1/2025","P-0245","szt.","303","55","289","Xerox Toner Model 174"
"2/1/2025","P-0246","op.","161","24","157","Navigator Paper Model 853"
"2/1/2025","P-0247","L","917","75","880","Castrol Oils 668L"
"2/1/2025","P-0248","L","766","240","719","Castrol Oils 808L"
